	Channel	analysis_protocol.protocol_core.protocol_id	analysis_protocol.provenance.document_id	analysis_working_group_approval_status	annotated_cell_identity.ontology	annotated_cell_identity.ontology_label	annotated_cell_identity.text	barcode	bundle_uuid	bundle_version	cell_suspension.biomaterial_core.biomaterial_id	cell_suspension.genus_species.ontology	cell_suspension.genus_species.ontology_label	cell_suspension.provenance.document_id	derived_organ_label	derived_organ_ontology	derived_organ_parts_label	derived_organ_parts_ontology	donor_organism.development_stage.ontology	donor_organism.development_stage.ontology_label	donor_organism.diseases.ontology	donor_organism.diseases.ontology_label	donor_organism.human_specific.ethnicity.ontology	donor_organism.human_specific.ethnicity.ontology_label	donor_organism.is_living	donor_organism.provenance.document_id	donor_organism.sex	dss_bundle_fqid	emptydrops_is_cell	file_uuid	file_version	genes_detected	library_preparation_protocol.end_bias	library_preparation_protocol.input_nucleic_acid_molecule.ontology	library_preparation_protocol.input_nucleic_acid_molecule.ontology_label	library_preparation_protocol.library_construction_method.ontology	library_preparation_protocol.library_construction_method.ontology_label	library_preparation_protocol.provenance.document_id	library_preparation_protocol.strand	louvain_labels	n_counts	n_genes	passed_qc	percent_mito	project.project_core.project_short_name	project.project_core.project_title	project.provenance.document_id	specimen_from_organism.organ.ontology	specimen_from_organism.organ.ontology_label	specimen_from_organism.organ_parts.ontology	specimen_from_organism.organ_parts.ontology_label	specimen_from_organism.provenance.document_id	total_umis
adb0261b-c0ae-4f56-936c-1557281894ba	adb0261b-c0ae-4f56-936c-1557281894ba	smartseq2_v2.3.0	3caa8ae8-f927-4cd4-9319-95effe774a80	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	1e73537d-c317-4e9e-b980-c330b70efee1	2019-05-15T220627.953000Z	D100Dp10D05	NCBITaxon:9606	Homo sapiens	adb0261b-c0ae-4f56-936c-1557281894ba	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	1e73537d-c317-4e9e-b980-c330b70efee1.2019-05-15T220627.953000Z	nan	6f63143c-c600-43c5-927a-53101a7091fb	2019-05-15T222057.159202Z	5390	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	579343.0625	5390	1	4.433268070220947	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
b073b927-758d-47f1-b8ab-4f83e9a7f8f0	b073b927-758d-47f1-b8ab-4f83e9a7f8f0	smartseq2_v2.3.0	a4c789f5-46dc-4487-8554-6bb551aa53df	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	47707e21-dbd0-48b5-b5c2-e309514c13fb	2019-05-15T222746.497000Z	D54Dp18F01	NCBITaxon:9606	Homo sapiens	b073b927-758d-47f1-b8ab-4f83e9a7f8f0	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	47707e21-dbd0-48b5-b5c2-e309514c13fb.2019-05-15T222746.497000Z	nan	5a03985d-012c-4423-99b6-de8ecd429c2c	2019-05-15T225314.176428Z	6253	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	409644.0	6253	1	7.3008341789245605	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
b891a9b5-9454-428b-bffa-0d8e326b6a98	b891a9b5-9454-428b-bffa-0d8e326b6a98	smartseq2_v2.3.0	b7eeded5-a1fe-4238-9551-d254ad9e9ad2	blessed	CL:0011020||UBERON:0004024	neural progenitor cell||medial ganglionic eminence	MGE progenitor	nan	0812158a-47b0-4144-b369-1dcd1d7a0134	2019-05-15T232751.528000Z	D26Dn6A11	NCBITaxon:9606	Homo sapiens	b891a9b5-9454-428b-bffa-0d8e326b6a98	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	0812158a-47b0-4144-b369-1dcd1d7a0134.2019-05-15T232751.528000Z	nan	97b71311-8712-4580-bbae-84921e570c9c	2019-05-16T020337.731826Z	5810	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	3	351896.875	5810	1	8.116531372070312	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
c5681c8e-1d17-409f-922a-d927ce485fb8	c5681c8e-1d17-409f-922a-d927ce485fb8	smartseq2_v2.3.0	40f4c715-2d3d-4486-ab72-26b745338d59	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	1a406917-1edf-4f19-91af-ad4393f62f03	2019-05-16T003355.483000Z	D100Dp3C05	NCBITaxon:9606	Homo sapiens	c5681c8e-1d17-409f-922a-d927ce485fb8	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	1a406917-1edf-4f19-91af-ad4393f62f03.2019-05-16T003355.483000Z	nan	c2032fa2-7f65-43fe-b378-d04f1869a2fc	2019-05-16T025134.603694Z	5965	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	517783.09375	5965	1	1.6699442863464355	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
c9909f7a-ca0c-49b8-bafb-1f4b46eb7ff0	c9909f7a-ca0c-49b8-bafb-1f4b46eb7ff0	smartseq2_v2.3.0	739c8cd4-da7e-4dea-ab0f-42d8756e4a0f	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	742cf9d7-c9df-4a74-a88b-932717ca5289	2019-05-15T231330.222000Z	D54Dn25SKF05	NCBITaxon:9606	Homo sapiens	c9909f7a-ca0c-49b8-bafb-1f4b46eb7ff0	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	742cf9d7-c9df-4a74-a88b-932717ca5289.2019-05-15T231330.222000Z	nan	5d71f446-b167-4595-90f8-283a0d00819b	2019-05-16T010037.056016Z	5818	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	398075.875	5818	1	5.320146560668945	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
ca5d801b-c655-4faf-8537-efcaf5472384	ca5d801b-c655-4faf-8537-efcaf5472384	smartseq2_v2.3.0	b4f9e14f-6cfc-4c3c-8cbf-670a50ab5b6c	blessed	CL:0011020||UBERON:0014371	neural progenitor cell||future telencephalon	telencephalic progenitors	nan	14de3fd2-b995-4567-b960-78bb4241d72e	2019-05-16T011016.710000Z	D26Dn6A03	NCBITaxon:9606	Homo sapiens	ca5d801b-c655-4faf-8537-efcaf5472384	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	14de3fd2-b995-4567-b960-78bb4241d72e.2019-05-16T011016.710000Z	nan	f1a4b763-9349-4241-9ae9-221254b3f57f	2019-05-16T014854.238973Z	6269	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	3	486532.03125	6269	1	5.133111476898193	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
d59c2c98-aec2-4226-b5ca-aa87473f17e5	d59c2c98-aec2-4226-b5ca-aa87473f17e5	smartseq2_v2.3.0	d2c8c374-517e-4131-95fc-27d14fc00f5a	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	07c95ed6-a489-4c6b-a483-7c97487061da	2019-05-15T220202.023000Z	D100Dp10D08	NCBITaxon:9606	Homo sapiens	d59c2c98-aec2-4226-b5ca-aa87473f17e5	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	07c95ed6-a489-4c6b-a483-7c97487061da.2019-05-15T220202.023000Z	nan	cdfd09ee-96ed-4bee-b992-cd7703798f44	2019-05-15T222102.498125Z	5129	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	392999.875	5129	1	2.774033784866333	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
e835fc77-9ea1-47bd-8879-b641b5e558cf	e835fc77-9ea1-47bd-8879-b641b5e558cf	smartseq2_v2.3.0	e493e8f1-8664-4198-bcd0-47953a5f1a87	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	51963909-a651-4f17-a6ae-e20e999bfe63	2019-05-15T230800.929000Z	D54Dp29SKE07	NCBITaxon:9606	Homo sapiens	e835fc77-9ea1-47bd-8879-b641b5e558cf	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	51963909-a651-4f17-a6ae-e20e999bfe63.2019-05-15T230800.929000Z	nan	4707bc8e-cf78-4541-90c0-0ff04cf56af4	2019-05-16T000309.738072Z	5894	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	380877.9375	5894	1	8.904876708984375	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
f061062f-1fec-44eb-93ae-8e3eed559140	f061062f-1fec-44eb-93ae-8e3eed559140	smartseq2_v2.3.0	e7179c5b-a481-49c4-a82a-d986ba6b0f5a	blessed	CL:0011020||UBERON:0014371	neural progenitor cell||future telencephalon	telencephalic progenitors	nan	438b56e0-44ba-4f93-9306-69fd42c02ae1	2019-05-15T225418.208000Z	D26Dn26B09	NCBITaxon:9606	Homo sapiens	f061062f-1fec-44eb-93ae-8e3eed559140	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	438b56e0-44ba-4f93-9306-69fd42c02ae1.2019-05-15T225418.208000Z	nan	6726a2a7-ae95-4386-ba73-611265b905ff	2019-05-15T235846.510911Z	6301	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	3	543261.0	6301	1	3.280456304550171	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
fd0ef850-bbfb-4769-a771-07f437c3d632	fd0ef850-bbfb-4769-a771-07f437c3d632	smartseq2_v2.3.0	2bcf6948-22bd-42a2-bdd3-17e1d97319aa	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	ffde0abc-a8d1-4bc5-9b7e-80c16db6f76d	2019-05-15T223710.976000Z	D26Dp28H01	NCBITaxon:9606	Homo sapiens	fd0ef850-bbfb-4769-a771-07f437c3d632	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	ffde0abc-a8d1-4bc5-9b7e-80c16db6f76d.2019-05-15T223710.976000Z	nan	7b11148a-cd8d-4fd6-ae3e-cd461904d919	2019-05-15T230358.996751Z	6740	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	387321.875	6740	1	5.005364418029785	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
13e8d867-3b60-456b-a05f-cc27b4e4ef46	13e8d867-3b60-456b-a05f-cc27b4e4ef46	smartseq2_v2.3.0	2abf396a-9292-4734-b5bb-4b18ab33916a	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	75053464-7ec0-4865-9cf9-1d6e7e5f7e4a	2019-05-15T222632.485000Z	D100Dp3A08	NCBITaxon:9606	Homo sapiens	13e8d867-3b60-456b-a05f-cc27b4e4ef46	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	75053464-7ec0-4865-9cf9-1d6e7e5f7e4a.2019-05-15T222632.485000Z	nan	6b339a5a-3661-416e-8f9b-b3a4c9f8d241	2019-05-15T224732.338829Z	5241	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	536129.8125	5241	1	4.556605815887451	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
199f2bc4-58b4-4342-8dd5-ef18b91a8901	199f2bc4-58b4-4342-8dd5-ef18b91a8901	smartseq2_v2.3.0	cc59e690-98d7-4197-acfe-c55bbea74034	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	a979d3b8-f9cd-4524-ac45-9cedf2308c06	2019-05-15T215704.650000Z	D100Dp3C09	NCBITaxon:9606	Homo sapiens	199f2bc4-58b4-4342-8dd5-ef18b91a8901	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	a979d3b8-f9cd-4524-ac45-9cedf2308c06.2019-05-15T215704.650000Z	nan	0a888198-2e23-4a5c-a48f-2ae561a277fc	2019-05-15T220048.835992Z	4554	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	362581.9375	4554	1	3.370628595352173	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
1b33310c-3239-40b9-8e05-2aaee064d878	1b33310c-3239-40b9-8e05-2aaee064d878	smartseq2_v2.3.0	329ba007-770c-4385-89db-dfac74494759	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	0666bb25-3a2b-4014-9eeb-ea4d4fb61731	2019-05-15T231530.266000Z	D54Dp29SKH01	NCBITaxon:9606	Homo sapiens	1b33310c-3239-40b9-8e05-2aaee064d878	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	0666bb25-3a2b-4014-9eeb-ea4d4fb61731.2019-05-15T231530.266000Z	nan	00b6b7e0-6b56-438e-a41e-b878d31bebad	2019-05-16T011013.289940Z	7634	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	529698.875	7634	1	10.633443832397461	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
1da32ebd-9878-418b-b3ab-39b8dda9837e	1da32ebd-9878-418b-b3ab-39b8dda9837e	smartseq2_v2.3.0	c44a5546-2849-4b41-9fbe-5ff99608c3a7	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	c0efe0aa-e532-4d6b-82c8-8ad76d55810f	2019-05-15T221655.614000Z	D100Dp24B02	NCBITaxon:9606	Homo sapiens	1da32ebd-9878-418b-b3ab-39b8dda9837e	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	c0efe0aa-e532-4d6b-82c8-8ad76d55810f.2019-05-15T221655.614000Z	nan	132e0c79-6499-4394-a6a4-a38d6846f4e3	2019-05-15T230956.999492Z	9381	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	543773.875	9381	1	10.127093315124512	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
42d03bd3-0503-405c-b8ac-5335fb455805	42d03bd3-0503-405c-b8ac-5335fb455805	smartseq2_v2.3.0	a05ca733-a224-4e3a-a0a3-9d7317043662	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	b0ccaf55-575b-47f3-8542-f65a945df482	2019-05-15T220831.565000Z	D100Dp10F11	NCBITaxon:9606	Homo sapiens	42d03bd3-0503-405c-b8ac-5335fb455805	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	b0ccaf55-575b-47f3-8542-f65a945df482.2019-05-15T220831.565000Z	nan	141dab16-daaf-466d-8839-bc369980efda	2019-05-15T221630.718944Z	4832	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	359185.96875	4832	1	5.516042232513428	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
528af011-3962-427e-b7f6-c7357354505c	528af011-3962-427e-b7f6-c7357354505c	smartseq2_v2.3.0	82d9993a-31d1-4386-a19c-cf31c48d5e98	blessed	CL:0011020||UBERON:0014371	neural progenitor cell||future telencephalon	telencephalic progenitors	nan	84eaf202-5471-480d-8bcb-5048a7fdd128	2019-05-15T222431.504000Z	D54Dn15H10	NCBITaxon:9606	Homo sapiens	528af011-3962-427e-b7f6-c7357354505c	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	84eaf202-5471-480d-8bcb-5048a7fdd128.2019-05-15T222431.504000Z	nan	edad555f-720b-4282-8127-f11346c01428	2019-05-15T224724.415281Z	7952	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	3	499740.03125	7952	1	9.19904899597168	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
72f816c9-e531-48a9-9b9b-23c5ab4e8989	72f816c9-e531-48a9-9b9b-23c5ab4e8989	smartseq2_v2.3.0	3175a5c4-5512-405e-acb8-a2bf1a566f23	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	883a09dc-9e66-4952-ba93-e7e4b3e60683	2019-05-15T223544.489000Z	D100Dp10F08	NCBITaxon:9606	Homo sapiens	72f816c9-e531-48a9-9b9b-23c5ab4e8989	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	883a09dc-9e66-4952-ba93-e7e4b3e60683.2019-05-15T223544.489000Z	nan	676d802b-b87f-4b27-95a8-ee58ba5c3682	2019-05-15T225944.850799Z	4764	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	464454.0	4764	1	5.066703796386719	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
78f5dd6e-0337-4a3f-bf5f-264b94e7b3f0	78f5dd6e-0337-4a3f-bf5f-264b94e7b3f0	smartseq2_v2.3.0	7cb5a353-f66b-46a2-8176-4d5fdfa3385a	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	2ae5eb23-30cb-45e9-9c9e-16fb976f5fd6	2019-05-15T223028.689000Z	D26Dp28H03	NCBITaxon:9606	Homo sapiens	78f5dd6e-0337-4a3f-bf5f-264b94e7b3f0	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	2ae5eb23-30cb-45e9-9c9e-16fb976f5fd6.2019-05-15T223028.689000Z	nan	3a8fbd7c-47ed-46bd-8ee6-8b9cd79af6db	2019-05-15T232513.625659Z	7727	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	586101.125	7727	1	9.510544776916504	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
9804b36a-8b96-4289-9dfa-fc5dd5ff3e4f	9804b36a-8b96-4289-9dfa-fc5dd5ff3e4f	smartseq2_v2.3.0	9445d97a-10ff-44e5-9ebb-77456729322c	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	f5875c94-efca-4acd-aa45-8fdfae188ee5	2019-05-15T222632.473000Z	D54Dp29SKB03	NCBITaxon:9606	Homo sapiens	9804b36a-8b96-4289-9dfa-fc5dd5ff3e4f	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	f5875c94-efca-4acd-aa45-8fdfae188ee5.2019-05-15T222632.473000Z	nan	abc8e16a-39dd-4202-a418-e07ce952e454	2019-05-15T224736.219127Z	6308	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	521505.96875	6308	1	10.602856636047363	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
9c7f19d8-4c8c-4a78-91a7-5d64550e93d7	9c7f19d8-4c8c-4a78-91a7-5d64550e93d7	smartseq2_v2.3.0	2a284063-35ef-4c68-8b9e-bbf456caaa13	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	a00f18e0-1bc3-4345-9294-c667da98c62d	2019-05-15T230756.964000Z	D26Dp4D08	NCBITaxon:9606	Homo sapiens	9c7f19d8-4c8c-4a78-91a7-5d64550e93d7	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	a00f18e0-1bc3-4345-9294-c667da98c62d.2019-05-15T230756.964000Z	nan	01690b24-cb98-4d1c-8838-b6c9ecba4ed2	2019-05-16T010440.160031Z	5775	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	405894.0	5775	1	2.5293426513671875	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
